asset_id,class
300199,Barred Spiral
300200,Barred Spiral
300201,Barred Spiral
300202,Barred Spiral
300203,Barred Spiral
300204,Barred Spiral
300205,Barred Spiral
300206,Barred Spiral
300207,Barred Spiral
300208,Barred Spiral
300209,Barred Spiral
300210,Barred Spiral
300211,Barred Spiral
300212,Barred Spiral
300213,Barred Spiral
300214,Barred Spiral
300215,Barred Spiral
300216,Barred Spiral
300217,Barred Spiral
300218,Barred Spiral
300219,Barred Spiral
300220,Barred Spiral
300221,Barred Spiral
300222,Barred Spiral
300223,Barred Spiral
300224,Barred Spiral
300225,Barred Spiral
300226,Barred Spiral
300227,Barred Spiral
300228,Barred Spiral
300229,Barred Spiral
300230,Barred Spiral
300231,Barred Spiral
300232,Barred Spiral
300233,Barred Spiral
300234,Barred Spiral
300235,Barred Spiral
300236,Barred Spiral
300237,Barred Spiral
300238,Barred Spiral
300239,Barred Spiral
300240,Barred Spiral
300241,Barred Spiral
300242,Barred Spiral
300243,Barred Spiral
300244,Barred Spiral
300245,Barred Spiral
300246,Barred Spiral
300247,Barred Spiral
300248,Barred Spiral
300249,Barred Spiral
300250,Barred Spiral
300251,Barred Spiral
300252,Barred Spiral
300253,Barred Spiral
300254,Barred Spiral
300255,Barred Spiral
300256,Barred Spiral
300257,Barred Spiral
300258,Barred Spiral
300259,Barred Spiral
300260,Barred Spiral
300261,Barred Spiral
300262,Barred Spiral
300263,Barred Spiral
300264,Barred Spiral
300265,Barred Spiral
300266,Barred Spiral
300267,Barred Spiral
300268,Barred Spiral
300269,Barred Spiral
300270,Barred Spiral
300271,Barred Spiral
300272,Barred Spiral
300273,Barred Spiral
300274,Barred Spiral
300275,Barred Spiral
300276,Barred Spiral
300277,Barred Spiral
300278,Barred Spiral
300279,Barred Spiral
300280,Barred Spiral
300281,Barred Spiral
300282,Barred Spiral
300283,Barred Spiral
300284,Barred Spiral
300285,Barred Spiral
300286,Barred Spiral
300287,Barred Spiral
300288,Barred Spiral
300289,Barred Spiral
300290,Barred Spiral
300291,Barred Spiral
300292,Barred Spiral
300293,Barred Spiral
300294,Barred Spiral
300295,Barred Spiral
300296,Barred Spiral
300297,Barred Spiral
300298,Barred Spiral
300299,Barred Spiral
300300,Barred Spiral
300301,Barred Spiral
300302,Barred Spiral
300303,Barred Spiral
300304,Barred Spiral
300305,Barred Spiral
300306,Barred Spiral
300307,Barred Spiral
300308,Barred Spiral
300309,Barred Spiral
300310,Barred Spiral
300311,Barred Spiral
300312,Barred Spiral
300313,Barred Spiral
300314,Barred Spiral
300315,Barred Spiral
300316,Barred Spiral
300317,Barred Spiral
300318,Barred Spiral
300319,Barred Spiral
300320,Barred Spiral
300321,Barred Spiral
300322,Barred Spiral
300323,Barred Spiral
300324,Barred Spiral
300325,Barred Spiral
300326,Barred Spiral
300327,Barred Spiral
300328,Barred Spiral
300329,Barred Spiral
300330,Barred Spiral
300331,Barred Spiral
300332,Barred Spiral
300333,Barred Spiral
300334,Barred Spiral
300335,Barred Spiral
300336,Barred Spiral
300337,Barred Spiral
300338,Barred Spiral
300339,Barred Spiral
300340,Barred Spiral
300341,Barred Spiral
300342,Barred Spiral
300343,Barred Spiral
300344,Barred Spiral
300345,Barred Spiral
300346,Barred Spiral
300347,Barred Spiral
300348,Barred Spiral
300349,Barred Spiral
300350,Barred Spiral
300351,Barred Spiral
300352,Barred Spiral
300353,Barred Spiral
300354,Barred Spiral
300355,Barred Spiral
300356,Barred Spiral
300357,Barred Spiral
300358,Barred Spiral
300359,Barred Spiral
300360,Barred Spiral
300361,Barred Spiral
300362,Barred Spiral
300363,Barred Spiral
300364,Barred Spiral
300365,Barred Spiral
300366,Barred Spiral
300367,Barred Spiral
300368,Barred Spiral
300369,Barred Spiral
300370,Barred Spiral
300371,Barred Spiral
300372,Barred Spiral
300373,Barred Spiral
300374,Barred Spiral
300375,Barred Spiral
300376,Barred Spiral
300377,Barred Spiral
300378,Barred Spiral
300379,Barred Spiral
300380,Barred Spiral
300381,Barred Spiral
300382,Barred Spiral
300383,Barred Spiral
300384,Barred Spiral
300385,Barred Spiral
300386,Barred Spiral
300387,Barred Spiral
300388,Barred Spiral
300389,Barred Spiral
300390,Barred Spiral
300391,Barred Spiral
300392,Barred Spiral
300393,Barred Spiral
300394,Barred Spiral
300395,Barred Spiral
300396,Barred Spiral
300397,Barred Spiral
300398,Barred Spiral
300399,Barred Spiral
300400,Barred Spiral
300401,Barred Spiral
300402,Barred Spiral
300403,Barred Spiral
300404,Barred Spiral
300405,Barred Spiral
300406,Barred Spiral
300407,Barred Spiral
300408,Barred Spiral
300409,Barred Spiral
300410,Barred Spiral
300411,Barred Spiral
300412,Barred Spiral
300413,Barred Spiral
300414,Barred Spiral
300415,Barred Spiral
300416,Barred Spiral
300417,Barred Spiral
300418,Barred Spiral
300419,Barred Spiral
300420,Barred Spiral
300421,Barred Spiral
300422,Barred Spiral
300423,Barred Spiral
300424,Barred Spiral
300425,Barred Spiral
300426,Barred Spiral
300427,Barred Spiral
300428,Barred Spiral
300429,Barred Spiral
300430,Barred Spiral
300431,Barred Spiral
300432,Barred Spiral
300433,Barred Spiral
300434,Barred Spiral
300435,Barred Spiral
300436,Barred Spiral
300437,Barred Spiral
300438,Barred Spiral
300439,Barred Spiral
300440,Barred Spiral
300441,Barred Spiral
300442,Barred Spiral
300443,Barred Spiral
300444,Barred Spiral
300445,Barred Spiral
300446,Barred Spiral
300447,Barred Spiral
300448,Barred Spiral
300449,Barred Spiral
300450,Barred Spiral
300451,Barred Spiral
300452,Barred Spiral
300453,Barred Spiral
300454,Barred Spiral
300455,Barred Spiral
300456,Barred Spiral
300457,Barred Spiral
300458,Barred Spiral
300459,Barred Spiral
300460,Barred Spiral
300461,Barred Spiral
300462,Barred Spiral
300463,Barred Spiral
300464,Barred Spiral
300465,Barred Spiral
300466,Barred Spiral
300467,Barred Spiral
300468,Barred Spiral
300469,Barred Spiral
300470,Barred Spiral
300471,Barred Spiral
300472,Barred Spiral
300473,Barred Spiral
300474,Barred Spiral
300475,Barred Spiral
300476,Barred Spiral
300477,Barred Spiral
300478,Barred Spiral
300479,Barred Spiral
300480,Barred Spiral
300481,Barred Spiral
300482,Barred Spiral
300483,Barred Spiral
300484,Barred Spiral
300485,Barred Spiral
300486,Barred Spiral
300487,Barred Spiral
300488,Barred Spiral
300489,Barred Spiral
300490,Barred Spiral
300491,Barred Spiral
300492,Barred Spiral
300493,Barred Spiral
300494,Barred Spiral
300495,Barred Spiral
300496,Barred Spiral
300497,Barred Spiral
300498,Barred Spiral
300499,Barred Spiral
300500,Barred Spiral
300501,Barred Spiral
300502,Barred Spiral
300503,Barred Spiral
300504,Barred Spiral
300505,Barred Spiral
300506,Barred Spiral
300507,Barred Spiral
300508,Barred Spiral
300509,Barred Spiral
300510,Barred Spiral
300511,Barred Spiral
300512,Barred Spiral
300513,Barred Spiral
300514,Barred Spiral
300515,Barred Spiral
300516,Barred Spiral
300517,Barred Spiral
300518,Barred Spiral
300519,Barred Spiral
300520,Barred Spiral
300521,Barred Spiral
300522,Barred Spiral
300523,Barred Spiral
300524,Barred Spiral
300525,Barred Spiral
300526,Barred Spiral
300527,Barred Spiral
300528,Barred Spiral
300529,Barred Spiral
300530,Barred Spiral
300531,Barred Spiral
300532,Barred Spiral
300533,Barred Spiral
300534,Barred Spiral
300535,Barred Spiral
300536,Barred Spiral
300537,Barred Spiral
300538,Barred Spiral
300539,Barred Spiral
300540,Barred Spiral
300541,Barred Spiral
300542,Barred Spiral
300543,Barred Spiral
300544,Barred Spiral
300545,Barred Spiral
300546,Barred Spiral
300547,Barred Spiral
300548,Barred Spiral
300549,Barred Spiral
300550,Barred Spiral
300551,Barred Spiral
300552,Barred Spiral
300553,Barred Spiral
300554,Barred Spiral
300555,Barred Spiral
300556,Barred Spiral
300557,Barred Spiral
300558,Barred Spiral
300559,Barred Spiral
300560,Barred Spiral
300561,Barred Spiral
300562,Barred Spiral
300563,Barred Spiral
300564,Barred Spiral
300565,Barred Spiral
300566,Barred Spiral
300567,Barred Spiral
300568,Barred Spiral
300569,Barred Spiral
300570,Barred Spiral
300571,Barred Spiral
300572,Barred Spiral
300573,Barred Spiral
300574,Barred Spiral
300575,Barred Spiral
300576,Barred Spiral
300577,Barred Spiral
300578,Barred Spiral
300579,Barred Spiral
300580,Barred Spiral
300581,Barred Spiral
300582,Barred Spiral
300583,Barred Spiral
300584,Barred Spiral
300585,Barred Spiral
300586,Barred Spiral
300587,Barred Spiral
300588,Barred Spiral
300589,Barred Spiral
300590,Barred Spiral
300591,Barred Spiral
300592,Barred Spiral
300593,Barred Spiral
300594,Barred Spiral
300595,Barred Spiral
300596,Barred Spiral
300597,Barred Spiral
300598,Barred Spiral
300599,Barred Spiral
300600,Barred Spiral
300601,Barred Spiral
300602,Barred Spiral
300603,Barred Spiral
300604,Barred Spiral
300605,Barred Spiral
300606,Barred Spiral
300607,Barred Spiral
300608,Barred Spiral
300609,Barred Spiral
300610,Barred Spiral
300611,Barred Spiral
300612,Barred Spiral
300613,Barred Spiral
300614,Barred Spiral
300615,Barred Spiral
300616,Barred Spiral
300617,Barred Spiral
300618,Barred Spiral
300619,Barred Spiral
300620,Barred Spiral
300621,Barred Spiral
300622,Barred Spiral
300623,Barred Spiral
300624,Barred Spiral
300625,Barred Spiral
300626,Barred Spiral
300627,Barred Spiral
300628,Barred Spiral
300629,Barred Spiral
300630,Barred Spiral
300631,Barred Spiral
300632,Barred Spiral
300633,Barred Spiral
300634,Barred Spiral
300635,Barred Spiral
300636,Barred Spiral
300637,Barred Spiral
300638,Barred Spiral
300639,Barred Spiral
300640,Barred Spiral
300641,Barred Spiral
300642,Barred Spiral
300643,Barred Spiral
300644,Barred Spiral
300645,Barred Spiral
300646,Barred Spiral
300647,Barred Spiral
300648,Barred Spiral
300649,Barred Spiral
300650,Barred Spiral
300651,Barred Spiral
300652,Barred Spiral
300653,Barred Spiral
300654,Barred Spiral
300655,Barred Spiral
300656,Barred Spiral
300657,Barred Spiral
300658,Barred Spiral
300659,Barred Spiral
300660,Barred Spiral
300661,Barred Spiral
300662,Barred Spiral
300663,Barred Spiral
300664,Barred Spiral
300665,Barred Spiral
300666,Barred Spiral
300667,Barred Spiral
300668,Barred Spiral
300669,Barred Spiral
300670,Barred Spiral
300671,Barred Spiral
300672,Barred Spiral
300673,Barred Spiral
300674,Barred Spiral
300675,Barred Spiral
300676,Barred Spiral
300677,Barred Spiral
300678,Barred Spiral
300679,Barred Spiral
300680,Barred Spiral
300681,Barred Spiral
300682,Barred Spiral
300683,Barred Spiral
300684,Barred Spiral
300685,Barred Spiral
300686,Barred Spiral
300687,Barred Spiral
300688,Barred Spiral
300689,Barred Spiral
300690,Barred Spiral
300691,Barred Spiral
300692,Barred Spiral
300693,Barred Spiral
300694,Barred Spiral
300695,Barred Spiral
300696,Barred Spiral
300697,Barred Spiral
300698,Barred Spiral
300699,Barred Spiral
300700,Barred Spiral
300701,Barred Spiral
300702,Barred Spiral
300703,Barred Spiral
300704,Barred Spiral
300705,Barred Spiral
300706,Barred Spiral
300707,Barred Spiral
300708,Barred Spiral
300709,Barred Spiral
300710,Barred Spiral
300711,Barred Spiral
300712,Barred Spiral
300713,Barred Spiral
300714,Barred Spiral
300715,Barred Spiral
300716,Barred Spiral
300717,Barred Spiral
300718,Barred Spiral
300719,Barred Spiral
300720,Barred Spiral
300721,Barred Spiral
300722,Barred Spiral
300723,Barred Spiral
300724,Barred Spiral
300725,Barred Spiral
300726,Barred Spiral
300727,Barred Spiral
300728,Barred Spiral
300729,Barred Spiral
300730,Barred Spiral
300731,Barred Spiral
300732,Barred Spiral
300733,Barred Spiral
300734,Barred Spiral
300735,Barred Spiral
300736,Barred Spiral
300737,Barred Spiral
300738,Barred Spiral
300739,Barred Spiral
300740,Barred Spiral
300741,Barred Spiral
300742,Barred Spiral
300743,Barred Spiral
300744,Barred Spiral
300745,Barred Spiral
300746,Barred Spiral
300747,Barred Spiral
300748,Barred Spiral
300749,Barred Spiral
300750,Barred Spiral
300751,Barred Spiral
300752,Barred Spiral
300753,Barred Spiral
300754,Barred Spiral
300755,Barred Spiral
300756,Barred Spiral
300757,Barred Spiral
300758,Barred Spiral
300759,Barred Spiral
300760,Barred Spiral
300761,Barred Spiral
300762,Barred Spiral
300763,Barred Spiral
300764,Barred Spiral
300765,Barred Spiral
300766,Barred Spiral
300767,Barred Spiral
300768,Barred Spiral
300769,Barred Spiral
300770,Barred Spiral
300771,Barred Spiral
300772,Barred Spiral
300773,Barred Spiral
300774,Barred Spiral
300775,Barred Spiral
300776,Barred Spiral
300777,Barred Spiral
300778,Barred Spiral
300779,Barred Spiral
300780,Barred Spiral
300781,Barred Spiral
300782,Barred Spiral
300783,Barred Spiral
300784,Barred Spiral
300785,Barred Spiral
300786,Barred Spiral
300787,Barred Spiral
300788,Barred Spiral
300789,Barred Spiral
300790,Barred Spiral
300791,Barred Spiral
300792,Barred Spiral
300793,Barred Spiral
300794,Barred Spiral
300795,Barred Spiral
300796,Barred Spiral
300797,Barred Spiral
300798,Barred Spiral
300799,Barred Spiral
300800,Barred Spiral
300801,Barred Spiral
300802,Barred Spiral
300803,Barred Spiral
300804,Barred Spiral
300805,Barred Spiral
300806,Barred Spiral
300807,Barred Spiral
300808,Barred Spiral
300809,Barred Spiral
300810,Barred Spiral
300811,Barred Spiral
300812,Barred Spiral
300813,Barred Spiral
300814,Barred Spiral
300815,Barred Spiral
300816,Barred Spiral
300817,Barred Spiral
300818,Barred Spiral
300819,Barred Spiral
300820,Barred Spiral
300821,Barred Spiral
300822,Barred Spiral
300823,Barred Spiral
300824,Barred Spiral
300825,Barred Spiral
300826,Barred Spiral
300827,Barred Spiral
300828,Barred Spiral
300829,Barred Spiral
300830,Barred Spiral
300831,Barred Spiral
300832,Barred Spiral
300833,Barred Spiral
300834,Barred Spiral
300835,Barred Spiral
300836,Barred Spiral
300837,Barred Spiral
300838,Barred Spiral
300839,Barred Spiral
300840,Barred Spiral
300841,Barred Spiral
300842,Barred Spiral
300843,Barred Spiral
300844,Barred Spiral
300845,Barred Spiral
300846,Barred Spiral
300847,Barred Spiral
300848,Barred Spiral
300849,Barred Spiral
300850,Barred Spiral
300851,Barred Spiral
300852,Barred Spiral
300853,Barred Spiral
300854,Barred Spiral
300855,Barred Spiral
300856,Barred Spiral
300857,Barred Spiral
300858,Barred Spiral
300859,Barred Spiral
300860,Barred Spiral
300861,Barred Spiral
300862,Barred Spiral
300863,Barred Spiral
300864,Barred Spiral
300865,Barred Spiral
300866,Barred Spiral
300867,Barred Spiral
300868,Barred Spiral
300869,Barred Spiral
300870,Barred Spiral
300871,Barred Spiral
300872,Barred Spiral
300873,Barred Spiral
300874,Barred Spiral
300875,Barred Spiral
300876,Barred Spiral
300877,Barred Spiral
300878,Barred Spiral
300879,Barred Spiral
300880,Barred Spiral
300881,Barred Spiral
300882,Barred Spiral
300883,Barred Spiral
300884,Barred Spiral
300885,Barred Spiral
300886,Barred Spiral
300887,Barred Spiral
300888,Barred Spiral
300889,Barred Spiral
300890,Barred Spiral
300891,Barred Spiral
300892,Barred Spiral
300893,Barred Spiral
300894,Barred Spiral
300895,Barred Spiral
300896,Barred Spiral
300897,Barred Spiral
300898,Barred Spiral
300899,Barred Spiral
300900,Barred Spiral
300901,Barred Spiral
300902,Barred Spiral
300903,Barred Spiral
300904,Barred Spiral
300905,Barred Spiral
300906,Barred Spiral
300907,Barred Spiral
300908,Barred Spiral
300909,Barred Spiral
300910,Barred Spiral
300911,Barred Spiral
300912,Barred Spiral
300913,Barred Spiral
300914,Barred Spiral
300915,Barred Spiral
300916,Barred Spiral
300917,Barred Spiral
300918,Barred Spiral
300919,Barred Spiral
300920,Barred Spiral
300921,Barred Spiral
300922,Barred Spiral
300923,Barred Spiral
300924,Barred Spiral
300925,Barred Spiral
300926,Barred Spiral
300927,Barred Spiral
300928,Barred Spiral
300929,Barred Spiral
300930,Barred Spiral
300931,Barred Spiral
300932,Barred Spiral
300933,Barred Spiral
300934,Barred Spiral
300935,Barred Spiral
300936,Barred Spiral
300937,Barred Spiral
300938,Barred Spiral
300939,Barred Spiral
300940,Barred Spiral
300941,Barred Spiral
300942,Barred Spiral
300943,Barred Spiral
300944,Barred Spiral
300945,Barred Spiral
300946,Barred Spiral
300947,Barred Spiral
300948,Barred Spiral
300949,Barred Spiral
300950,Barred Spiral
300951,Barred Spiral
300952,Barred Spiral
300953,Barred Spiral
300954,Barred Spiral
300955,Barred Spiral
300956,Barred Spiral
300957,Barred Spiral
300958,Barred Spiral
300959,Barred Spiral
300960,Barred Spiral
300961,Barred Spiral
300962,Barred Spiral
300963,Barred Spiral
300964,Barred Spiral
300965,Barred Spiral
300966,Barred Spiral
300967,Barred Spiral
300968,Barred Spiral
300969,Barred Spiral
300970,Barred Spiral
300971,Barred Spiral
300972,Barred Spiral
300973,Barred Spiral
300974,Barred Spiral
300975,Barred Spiral
300976,Barred Spiral
300977,Barred Spiral
300978,Barred Spiral
300979,Barred Spiral
300980,Barred Spiral
300981,Barred Spiral
300982,Barred Spiral
300983,Barred Spiral
300984,Barred Spiral
300985,Barred Spiral
300986,Barred Spiral
300987,Barred Spiral
300988,Barred Spiral
300989,Barred Spiral
300990,Barred Spiral
300991,Barred Spiral
300992,Barred Spiral
300993,Barred Spiral
300994,Barred Spiral
300995,Barred Spiral
300996,Barred Spiral
300997,Barred Spiral
300998,Barred Spiral
300999,Barred Spiral
301000,E0-E1
301001,E0-E1
301002,E0-E1
301003,E0-E1
301004,E0-E1
301005,E0-E1
301006,E0-E1
301007,E0-E1
301008,E0-E1
301009,E0-E1
301010,E0-E1
301011,E0-E1
301012,E0-E1
301013,E0-E1
301014,E0-E1
301015,E0-E1
301016,E0-E1
301017,E0-E1
301018,E0-E1
301019,E0-E1
301020,E0-E1
301021,E0-E1
301022,E0-E1
301023,E0-E1
301024,E0-E1
301025,E0-E1
301026,E0-E1
301027,E0-E1
301028,E0-E1
301029,E0-E1
301030,E0-E1
301031,E0-E1
301032,E0-E1
301033,E0-E1
301034,E0-E1
301035,E0-E1
301036,E0-E1
301037,E0-E1
301038,E0-E1
301039,E0-E1
301040,E0-E1
301041,E0-E1
301042,E0-E1
301043,E0-E1
301044,E0-E1
301045,E0-E1
301046,E0-E1
301047,E0-E1
301048,E0-E1
301049,E0-E1
301050,E0-E1
301051,E0-E1
301052,E0-E1
301053,E0-E1
301054,E0-E1
301055,E0-E1
301056,E0-E1
301057,E0-E1
301058,E0-E1
301059,E0-E1
301060,E0-E1
301061,E0-E1
301062,E0-E1
301063,E0-E1
301064,E0-E1
301065,E0-E1
301066,E0-E1
301067,E0-E1
301068,E0-E1
301069,E0-E1
301070,E0-E1
301071,E0-E1
301072,E0-E1
301073,E0-E1
301074,E0-E1
301075,E0-E1
301076,E0-E1
301077,E0-E1
301078,E0-E1
301079,E0-E1
301080,E0-E1
301081,E0-E1
301082,E0-E1
301083,E0-E1
301084,E0-E1
301085,E0-E1
301086,E0-E1
301087,E0-E1
301088,E0-E1
301089,E0-E1
301090,E0-E1
301091,E0-E1
301092,E0-E1
301093,E0-E1
301094,E0-E1
301095,E0-E1
301096,E0-E1
301097,E0-E1
301098,E0-E1
301099,E0-E1
301100,E0-E1
301101,E0-E1
301102,E0-E1
301103,E0-E1
301104,E0-E1
301105,E0-E1
301106,E0-E1
301107,E0-E1
301108,E0-E1
301109,E0-E1
301110,E0-E1
301111,E0-E1
301112,E0-E1
301113,E0-E1
301114,E0-E1
301115,E0-E1
301116,E0-E1
301117,E0-E1
301118,E0-E1
301119,E0-E1
301120,E0-E1
301121,E0-E1
301122,E0-E1
301123,E0-E1
301124,E0-E1
301125,E0-E1
301126,E0-E1
301127,E0-E1
301128,E0-E1
301129,E0-E1
301130,E0-E1
301131,E0-E1
301132,E0-E1
301133,E0-E1
301134,E0-E1
301135,E0-E1
301136,E0-E1
301137,E0-E1
301138,E0-E1
301139,E0-E1
301140,E0-E1
301141,E0-E1
301142,E0-E1
301143,E0-E1
301144,E0-E1
301145,E0-E1
301146,E0-E1
301147,E0-E1
301148,E0-E1
301149,E0-E1
301150,E0-E1
301151,E0-E1
301152,E0-E1
301153,E0-E1
301154,E0-E1
301155,E0-E1
301156,E0-E1
301157,E0-E1
301158,E0-E1
301159,E0-E1
301160,E0-E1
301161,E0-E1
301162,E0-E1
301163,E0-E1
301164,E0-E1
301165,E0-E1
301166,E0-E1
301167,E0-E1
301168,E0-E1
301169,E0-E1
301170,E0-E1
301171,E0-E1
301172,E0-E1
301173,E0-E1
301174,E0-E1
301175,E0-E1
301176,E0-E1
301177,E0-E1
301178,E0-E1
301179,E0-E1
301180,E0-E1
301181,E0-E1
301182,E0-E1
301183,E0-E1
301184,E0-E1
301185,E0-E1
301186,E0-E1
301187,E0-E1
301188,E0-E1
301189,E0-E1
301190,E0-E1
301191,E0-E1
301192,E0-E1
301193,E0-E1
301194,E0-E1
301195,E0-E1
301196,E0-E1
301197,E0-E1
301198,E0-E1
301199,E0-E1
301200,E0-E1
301201,E0-E1
301202,E0-E1
301203,E0-E1
301204,E0-E1
301205,E0-E1
301206,E0-E1
301207,E0-E1
301208,E0-E1
301209,E0-E1
301210,E0-E1
301211,E0-E1
301212,E0-E1
301213,E0-E1
301214,E0-E1
301215,E0-E1
301216,E0-E1
301217,E0-E1
301218,E0-E1
301219,E0-E1
301220,E0-E1
301221,E0-E1
301222,E0-E1
301223,E0-E1
301224,E0-E1
301225,E0-E1
301226,E0-E1
301227,E0-E1
301228,E0-E1
301229,E0-E1
301230,E0-E1
301231,E0-E1
301232,E0-E1
301233,E0-E1
301234,E0-E1
301235,E0-E1
301236,E0-E1
301237,E0-E1
301238,E0-E1
301239,E0-E1
301240,E0-E1
301241,E0-E1
301242,E0-E1
301243,E0-E1
301244,E0-E1
301245,E0-E1
301246,E0-E1
301247,E0-E1
301248,E0-E1
301249,E0-E1
301250,E0-E1
301251,E0-E1
301252,E0-E1
301253,E0-E1
301254,E0-E1
301255,E0-E1
301256,E0-E1
301257,E0-E1
301258,E0-E1
301259,E0-E1
301260,E0-E1
301261,E0-E1
301262,E0-E1
301263,E0-E1
301264,E0-E1
301265,E0-E1
301266,E0-E1
301267,E0-E1
301268,E0-E1
301269,E0-E1
301270,E0-E1
301271,E0-E1
301272,E0-E1
301273,E0-E1
301274,E0-E1
301275,E0-E1
301276,E0-E1
301277,E0-E1
301278,E0-E1
301279,E0-E1
301280,E0-E1
301281,E0-E1
301282,E0-E1
301283,E0-E1
301284,E0-E1
301285,E0-E1
301286,E0-E1
301287,E0-E1
301288,E0-E1
301289,E0-E1
301290,E0-E1
301291,E0-E1
301292,E0-E1
301293,E0-E1
301294,E0-E1
301295,E0-E1
301296,E0-E1
301297,E0-E1
301298,E0-E1
301299,E0-E1
301300,E0-E1
301301,E0-E1
301302,E0-E1
301303,E0-E1
301304,E0-E1
301305,E0-E1
301306,E0-E1
301307,E0-E1
301308,E0-E1
301309,E0-E1
301310,E0-E1
301311,E0-E1
301312,E0-E1
301313,E0-E1
301314,E0-E1
301315,E0-E1
301316,E0-E1
301317,E0-E1
301318,E0-E1
301319,E0-E1
301320,E0-E1
301321,E0-E1
301322,E0-E1
301323,E0-E1
301324,E0-E1
301325,E0-E1
301326,E0-E1
301327,E0-E1
301328,E0-E1
301329,E0-E1
301330,E0-E1
